Attack,Epsilon,X_vals,y_vals
MIM,0.6,"[[ 0.29000038  0.1500004   0.10000038 ... -0.3999999  -0.3999999
   0.3999999 ]
 [ 0.31000036  0.17000037  0.05000025 ...  0.3999999  -0.26000002
  -0.3799999 ]
 [ 0.31000036  0.1500004   0.06000033 ...  0.3999999  -0.29999998
  -0.31999996]
 ...
 [ 0.2600004  -0.13999997  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.3999999  -0.3999999  ...  0.3999999   0.3799999
  -0.02      ]
 [ 0.19000036 -0.3999999  -0.3999999  ...  0.3999999   0.3999999
   0.        ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
MIM,0.7,"[[ 0.29000038  0.1500004   0.10000038 ... -0.3999999  -0.3999999
   0.3999999 ]
 [ 0.31000036  0.17000037  0.05000025 ...  0.3999999  -0.26000002
  -0.3799999 ]
 [ 0.31000036  0.1500004   0.06000033 ...  0.3999999  -0.29999998
  -0.31999996]
 ...
 [ 0.2600004  -0.13999997  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.3999999  -0.3999999  ...  0.3999999   0.3799999
  -0.02      ]
 [ 0.19000036 -0.3999999  -0.3999999  ...  0.3999999   0.3999999
   0.        ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
MIM,0.8,"[[ 0.29000038  0.1500004   0.10000038 ... -0.3999999  -0.3999999
   0.3999999 ]
 [ 0.31000036  0.17000037  0.05000025 ...  0.3999999  -0.26000002
  -0.3799999 ]
 [ 0.31000036  0.1500004   0.06000033 ...  0.3999999  -0.29999998
  -0.31999996]
 ...
 [ 0.2600004  -0.13999997  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.3999999  -0.3999999  ...  0.3999999   0.3799999
  -0.02      ]
 [ 0.19000036 -0.3999999  -0.3999999  ...  0.3999999   0.3999999
   0.        ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
MIM,0.9,"[[ 0.29000038  0.1500004   0.10000038 ... -0.3999999  -0.3999999
   0.3999999 ]
 [ 0.31000036  0.17000037  0.05000025 ...  0.3999999  -0.26000002
  -0.3799999 ]
 [ 0.31000036  0.1500004   0.06000033 ...  0.3999999  -0.29999998
  -0.31999996]
 ...
 [ 0.2600004  -0.13999997  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.3999999  -0.3999999  ...  0.3999999   0.3799999
  -0.02      ]
 [ 0.19000036 -0.3999999  -0.3999999  ...  0.3999999   0.3999999
   0.        ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
MIM,1.0,"[[ 0.29000038  0.1500004   0.10000038 ... -0.3999999  -0.3999999
   0.3999999 ]
 [ 0.31000036  0.17000037  0.05000025 ...  0.3999999  -0.26000002
  -0.3799999 ]
 [ 0.31000036  0.1500004   0.06000033 ...  0.3999999  -0.29999998
  -0.31999996]
 ...
 [ 0.2600004  -0.13999997  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.3999999  -0.3999999  ...  0.3999999   0.3799999
  -0.02      ]
 [ 0.19000036 -0.3999999  -0.3999999  ...  0.3999999   0.3999999
   0.        ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.1,"[[ 0.59        0.45000002  0.4        ... -0.1        -0.1
   0.1       ]
 [ 0.60999995  0.47        0.35       ...  0.1        -0.1
  -0.1       ]
 [ 0.60999995  0.45000002  0.36       ...  0.1        -0.1
  -0.1       ]
 ...
 [ 0.56       -0.1         0.1        ...  0.08000001 -0.1
  -0.1       ]
 [ 0.57       -0.1        -0.1        ...  0.1         0.1
  -0.1       ]
 [ 0.48999998 -0.1        -0.1        ...  0.1         0.1
  -0.1       ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.2,"[[ 0.49        0.35000002  0.3        ... -0.2        -0.2
   0.2       ]
 [ 0.51        0.37        0.24999999 ...  0.2         0.02
  -0.2       ]
 [ 0.51        0.35000002  0.26       ...  0.2        -0.2
   0.02      ]
 ...
 [ 0.46000004  0.11999998  0.2        ... -0.02       -0.2
  -0.2       ]
 [ 0.47000003 -0.2        -0.2        ...  0.2         0.2
   0.18      ]
 [ 0.39       -0.2        -0.2        ...  0.2         0.2
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.3,"[[ 0.39        0.25        0.19999999 ... -0.3        -0.15999998
   0.3       ]
 [ 0.40999997  0.26999998  0.14999998 ...  0.3         0.02
  -0.04      ]
 [ 0.40999997  0.25        0.16       ...  0.3         0.02
   0.02      ]
 ...
 [ 0.36        0.11999998  0.3        ... -0.12       -0.3
  -0.3       ]
 [ 0.37       -0.11999997 -0.09999997 ...  0.3         0.3
   0.18      ]
 [ 0.28999996 -0.09999997 -0.07999999 ...  0.3         0.3
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.4,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.5,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.6,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.7,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.8,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,0.9,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
BIM,1.0,"[[ 0.29000038  0.27000028  0.10000038 ... -0.3999999  -0.15999998
   0.3999999 ]
 [ 0.31000036  0.33000022  0.09000021 ...  0.3999999   0.02
  -0.04      ]
 [ 0.31000036  0.33000022  0.14000025 ...  0.3999999   0.02
   0.02      ]
 ...
 [ 0.2600004   0.11999998  0.3999999  ... -0.21999991 -0.3999999
  -0.3999999 ]
 [ 0.2700004  -0.11999997 -0.09999997 ...  0.3999999   0.3799999
   0.18      ]
 [ 0.19000036 -0.09999997 -0.07999999 ...  0.3999999   0.3999999
   0.18      ]]","[ 0  0  0  0  0  1  1  1  1  1  2  2  2  2  2  3  3  3  3  3  4  4  4  4
  4  5  5  5  5  5  6  6  6  6  6  7  7  7  7  7  8  8  8  8  8  9  9  9
  9  9 10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 13 13 13 13 13 14 14
 14 14 14 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 19
 19 19 19 19 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23
 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 27 27 27 27 27 28 28 28 28
 28 29 29 29 29 29 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 33 33 33
 33 33 34 34 34 34 34 35 35 35 35 35 36 36 36 36 36 37 37 37 37 37 38 38
 38 38 38 39 39 39 39 39 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43
 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 47 47 47 47 47
 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 51 51 51 51 51 52 52 52 52
 52 53 53 53 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 57 57 57
 57 57 58 58 58 58 58 59 59 59 59 59 60 60 60 60 60]"
